date,season,year,month,holiday,dow,workingday,weather_condition,temp,atemp,windspeed,humidity,casual,registered,cnt,nCasual,nRegistered,nCnt
2011-01-01,1,2011,1,0,6,0,2,0.4,0.4091,0.2537,0.8,328,641,969,0.09379594236989121,0.03208474055879644,0.06382207179983078
2011-01-02,1,2011,1,0,0,0,2,0.36,0.3485,0.23507499999999998,0.735,132,671,803,0.036165833578359306,0.03669020571077679,0.04375679922639913
2011-01-03,1,2011,1,0,1,1,1,0.19333333333333336,0.18939999999999999,0.2836,0.445,120,1231,1351,0.0326374595707145,0.12265888854774332,0.10999637374592046
2011-01-04,1,2011,1,0,2,1,1,0.21000000000000002,0.2197,0.1343,0.61,108,1455,1563,0.029109085563069684,0.15704636168252994,0.1356219025746404
2011-01-05,1,2011,1,0,3,1,1,0.22,0.2273,0.19399999999999998,0.41500000000000004,82,1520,1602,0.021464275213172596,0.1670248695118207,0.14033603287803698
2011-01-06,1,2011,1,0,4,1,1,0.2,0.2273,0.0896,0.53,88,1519,1607,0.023228462216995,0.16687135400675468,0.14094040855795964
2011-01-07,1,2011,1,0,5,1,2,0.2,0.19699999999999998,0.1642,0.47,148,1363,1511,0.040870332255219056,0.14292293521645685,0.12933639550344495
2011-01-08,1,2011,1,0,6,0,2,0.16999999999999998,0.17425,0.2537,0.53,68,891,959,0.017347838870920316,0.07046361682529935,0.06261332043998549
2011-01-09,1,2011,1,0,0,0,1,0.14,0.11365,0.3881,0.445,54,768,822,0.01323140252866804,0.05158120970217992,0.04605342681010516
2011-01-10,1,2011,1,0,1,1,1,0.14,0.1364,0.2239,0.5,41,1280,1321,0.009408997353719493,0.1301811482959779,0.10637011966638463
2011-01-11,1,2011,1,0,2,1,2,0.16,0.18939999999999999,0.1194,0.59,43,1229,1272,0.009997059688326962,0.1223518575376113,0.10044723800314276
2011-01-12,1,2011,1,0,3,1,1,0.16,0.1515,0.3284,0.55,25,1142,1167,0.004704498676859747,0.10899600859686828,0.08775534872476731
2011-01-13,1,2011,1,0,4,1,1,0.14,0.14395,0.2985,0.485,38,1368,1406,0.008526903851808291,0.14369051274178693,0.1166445062250695
2011-01-14,1,2011,1,0,5,1,1,0.16,0.18939999999999999,0.1194,0.54,54,1371,1425,0.01323140252866804,0.14415105925698496,0.11894113380877554
2011-01-15,1,2011,1,0,6,0,1,0.22,0.23485,0.17909999999999998,0.515,222,1026,1248,0.06262863863569539,0.09118821000921093,0.09754623473951408
2011-01-16,1,2011,1,0,0,0,1,0.24,0.2273,0.1642,0.5,251,953,1204,0.07115554248750368,0.07998157813939208,0.09222772875619485
2011-01-17,1,2011,1,1,1,0,2,0.18,0.1818,0.19399999999999998,0.47,117,883,1000,0.0317553660688033,0.06923549278477126,0.06756920101535115
2011-01-18,1,1933,78,0,1,1,1,0.2,0.21265384615384614,0.3515384615384616,0.8,15,692,809,0.0017641870038224052,0.039914031317163035,0.0444820500423063
2011-01-19,1,2011,1,0,3,1,2,0.29000000000000004,0.2803,0.1343,0.8400000000000001,78,1574,1652,0.020288150543957658,0.17531470678538533,0.1463797896772634
2011-01-20,1,2011,1,0,4,1,2,0.26,0.25,0.20894999999999997,0.56,83,1844,1927,0.02175830638047633,0.2167638931532085,0.17962045207300859
2011-01-21,1,2011,1,0,5,1,1,0.2,0.17425,0.34330000000000005,0.41,75,1468,1543,0.019406057042046457,0.1590420632483881,0.13320439985494983
2011-01-22,1,2011,1,0,6,0,1,0.05,0.0758,0.17909999999999998,0.41,93,890,983,0.02469861805351367,0.07031010132023334,0.06551432370361417
2011-01-23,1,2011,1,0,0,0,1,0.1,0.1061,0.2239,0.42,150,839,990,0.041458394589826524,0.062480810561866745,0.06636044965550586
2011-01-24,1,2011,1,0,1,1,1,0.11,0.1364,0.19399999999999998,0.475,86,1331,1417,0.022640399882387533,0.13801043905434449,0.11797413272089931
2011-01-25,1,2011,1,0,2,1,2,0.22,0.2273,0.1343,0.645,186,1800,1986,0.05204351661276095,0.21000921093030397,0.18675208509609573
2011-01-26,1,2011,1,0,3,1,3,0.22,0.2121,0.3284,0.86,79,606,673,0.020582181711261395,0.02671169788148603,0.028043031548410494
2011-01-27,1,1478,532,0,2,1,1,0.22,0.21135294117647058,0.3544117647058823,0.4565588235294118,31,592,743,0.006468685680682152,0.024562480810561865,0.03650429106732745
2011-01-28,1,2011,1,0,5,1,2,0.2,0.2121,0.1045,0.7875000000000001,38,1131,1169,0.008526903851808291,0.10730733804114216,0.08799709899673637
2011-01-29,1,2011,1,0,6,0,1,0.19,0.2121,0.1343,0.64,123,977,1100,0.0335195530726257,0.08366595026097635,0.07965671461380394
2011-01-30,1,2011,1,0,0,0,1,0.22999999999999998,0.23485,0.0,0.725,140,959,1099,0.03851808291678918,0.08090267116978815,0.0795358394778194
2011-01-31,1,2011,1,0,1,1,2,0.16,0.1818,0.19399999999999998,0.59,42,1459,1501,0.009703028521023229,0.15766042370279398,0.12812764414359967
2011-02-01,1,2011,2,0,2,1,2,0.19,0.2273,0.0,0.86,47,1315,1362,0.0111731843575419,0.1355541909732883,0.11132600024175027
2011-02-02,1,2011,2,0,3,1,2,0.22,0.23485,0.2239,0.93,72,1454,1526,0.018523963540135253,0.15689284617746393,0.13114952254321285
2011-02-03,1,2011,2,0,4,1,1,0.19,0.1667,0.2985,0.43,61,1490,1551,0.015289620699794178,0.16241940435984034,0.13417140094282606
2011-02-04,1,2011,2,0,5,1,2,0.22999999999999998,0.2424,0.1343,0.595,88,1624,1712,0.023228462216995,0.1829904820386859,0.15363229783633506
2011-02-05,1,2011,2,0,6,0,3,0.22,0.2424,0.14925,1.0,100,905,1005,0.026756836224639813,0.07261283389622351,0.06817357669527378
2011-02-06,1,2011,2,0,0,0,1,0.27,0.2879,0.1045,0.6,354,1269,1623,0.1014407527197883,0.12849247774025177,0.14287441073371207
2011-02-07,1,2011,2,0,1,1,1,0.29000000000000004,0.3106,0.0,0.725,120,1592,1712,0.0326374595707145,0.17807798587657353,0.15363229783633506
2011-02-08,1,2011,2,0,2,1,1,0.22999999999999998,0.19699999999999998,0.403,0.435,64,1466,1530,0.016171714201705382,0.15873503223825605,0.13163302308715097
2011-02-09,1,2011,2,0,3,1,1,0.14,0.1515,0.17909999999999998,0.425,53,1556,1609,0.012937371361364304,0.17255142769419712,0.14118215882992868
2011-02-10,1,2011,2,0,4,1,1,0.14,0.1515,0.2239,0.405,47,1493,1540,0.0111731843575419,0.16287995087503837,0.13284177444699624
2011-02-11,1,2011,2,0,5,1,1,0.19,0.2197,0.09705,0.545,149,1603,1752,0.04116436342252279,0.17976665643229967,0.15846730327571618
2011-02-12,1,2011,2,0,6,0,1,0.22999999999999998,0.24245,0.14925,0.425,288,1184,1472,0.08203469567774184,0.11544365980964078,0.12462226520004835
2011-02-13,1,2011,2,0,0,0,1,0.33999999999999997,0.30305,0.2985,0.37,398,1194,1592,0.1143781240811526,0.11697881486030089,0.1391272815181917
2011-02-14,1,2011,2,0,1,1,1,0.38,0.3939,0.41795,0.4,208,1705,1913,0.0585122022934431,0.19542523794903285,0.1779282001692252
2011-02-15,1,2011,2,0,2,1,1,0.26,0.26515,0.2537,0.32,140,1676,1817,0.03851808291678918,0.19097328830211852,0.1663241871147105
2011-02-16,1,2011,2,0,3,1,1,0.34,0.3106,0.2239,0.435,218,1902,2120,0.061452513966480445,0.22566779244703716,0.2029493533180225
2011-02-17,1,2011,2,0,4,1,1,0.45,0.44695,0.2239,0.535,259,2216,2475,0.07350779182593355,0.27387166103776484,0.24586002659252992
2011-02-18,1,2011,2,0,5,1,1,0.48,0.46965,0.2537,0.63,579,2348,2927,0.16759776536312848,0.29413570770647834,0.30049558805753657
2011-02-19,1,2011,2,0,6,0,1,0.41000000000000003,0.41665,0.50745,0.16,532,1103,1635,0.15377830049985297,0.10300890389929383,0.14432491236552641
2011-02-20,1,2011,2,0,0,0,1,0.3,0.303,0.1642,0.41,639,1174,1813,0.18523963540135255,0.11390850475898066,0.1658406865707724
2011-02-21,1,2011,2,1,1,0,2,0.32,0.303,0.3284,0.615,195,912,1107,0.05468979711849456,0.0736874424316856,0.08050284056569564
2011-02-22,1,2011,2,0,2,1,1,0.16,0.1681285714285714,0.2537,0.5160357142857144,74,1403,1522,0.019112025874742724,0.14906355541909733,0.13066602199927474
2011-02-23,1,2011,2,0,3,1,1,0.22999999999999998,0.2576,0.09705,0.48,139,1783,1922,0.03822405174948545,0.20739944734418175,0.17901607639308595
2011-02-24,1,2011,2,0,4,1,2,0.32,0.29545,0.2836,0.6775,100,1709,1810,0.026756836224639813,0.1960392999692969,0.1654780611628188
2011-02-25,1,2011,2,0,5,1,2,0.32,0.3333,0.37315,0.685,121,1344,1465,0.03293149073801823,0.14000614062020264,0.12377613924815666
2011-02-26,1,2011,2,0,6,0,1,0.28,0.2803,0.19399999999999998,0.535,424,1545,1969,0.1220229344310497,0.170862757138471,0.18469720778435875
2011-02-27,1,2011,2,0,0,0,1,0.36,0.3485,0.1343,0.62,695,1709,2404,0.20170538077036165,0.1960392999692969,0.23727789193762844
2011-02-28,1,2011,2,0,1,1,2,0.39,0.40149999999999997,0.2985,0.93,81,1371,1453,0.021170244045868862,0.14415105925698496,0.12232563761634231
2011-03-01,1,2011,3,0,2,1,1,0.26,0.2727,0.23879999999999998,0.575,137,1714,1851,0.037635989414877974,0.19680687749462697,0.17043394173818446
2011-03-02,1,2011,3,0,3,1,1,0.31,0.27275,0.2836,0.45999999999999996,231,1903,2134,0.065274919141429,0.22582130795210317,0.20464160522180588
2011-03-03,1,2011,3,0,4,1,1,0.2,0.20455,0.22385,0.305,123,1562,1685,0.0335195530726257,0.17347252072459318,0.1503686691647528
2011-03-04,1,2011,3,0,5,1,1,0.29000000000000004,0.2803,0.19399999999999998,0.625,214,1730,1944,0.06027638929726551,0.19926312557568315,0.18167532938474557
2011-03-05,1,2011,3,0,6,0,2,0.41000000000000003,0.41665,0.2836,0.77,640,1437,2077,0.18553366656865627,0.1542830825913417,0.19775172247068779
2011-03-06,1,2011,3,0,0,0,2,0.42,0.4242,0.34330000000000005,1.0,114,493,607,0.03087327256689209,0.009364445809026711,0.020065272573431644
2011-03-07,1,2011,3,0,1,1,1,0.26,0.23485,0.37315,0.48,244,1629,1873,0.06909732431637754,0.18375805956401597,0.17309319472984408
2011-03-08,1,2011,3,0,2,1,1,0.3,0.2879,0.1343,0.44499999999999995,316,1817,2133,0.09026756836224639,0.21261897451642617,0.20452073008582133
2011-03-09,1,2011,3,0,3,1,2,0.32,0.2879,0.22385,0.76,191,1700,1891,0.053513672449279626,0.1946576604237028,0.17526894717756558
2011-03-10,1,2011,3,0,4,1,3,0.38,0.3939,0.24374999999999997,0.0,46,579,626,0.010879153190238165,0.022566779244703714,0.02236190015713768
2011-03-11,1,2011,3,0,5,1,1,0.32,0.303,0.2537,0.565,247,1734,1981,0.06997941781828874,0.1998771875959472,0.1861477094161731
2011-03-12,1,2011,3,0,6,0,1,0.34,0.3106,0.19399999999999998,0.635,724,1408,2132,0.21023228462216995,0.14983113294442738,0.2043998549498368
2011-03-13,1,2011,3,0,0,0,1,0.37,0.37875,0.2985,0.53,990,1455,2445,0.28844457512496324,0.15704636168252994,0.24223377251299408
2011-03-14,1,2011,3,0,1,1,1,0.33,0.32575,0.1343,0.475,359,1692,2051,0.10291090855630697,0.1934295363831747,0.19460896893509005
2011-03-15,1,2011,3,0,2,1,2,0.32,0.3182,0.19399999999999998,0.6725000000000001,290,1768,2058,0.0826227580123493,0.20509671476819158,0.19545509488698176
2011-03-16,1,2011,3,0,3,1,2,0.38,0.3788,0.20894999999999997,0.785,322,1873,2195,0.09203175536606881,0.22121584280012282,0.21201498851686207
2011-03-17,1,2011,3,0,4,1,1,0.42,0.4242,0.2239,0.62,424,2320,2744,0.1220229344310497,0.28983727356463,0.27837543817236793
2011-03-18,1,2011,3,0,5,1,1,0.55,0.52275,0.2239,0.525,885,2361,3246,0.25757130255807115,0.2961314092723365,0.339054756436601
2011-03-19,1,2011,3,0,6,0,1,0.46,0.4545,0.37315,0.365,1424,1693,3117,0.4160541017347839,0.1935830518882407,0.32346186389459686
2011-03-20,1,2011,3,0,0,0,1,0.34,0.3106,0.2239,0.505,1047,1424,2471,0.3052043516612761,0.1522873810254836,0.2453765260485918
2011-03-21,2,2011,3,0,1,1,2,0.43,0.4318,0.29105000000000003,0.715,401,1677,2078,0.1152602175830638,0.19112680380718453,0.1978725976066723
2011-03-22,2,2011,3,0,2,1,1,0.44,0.4394,0.23879999999999998,0.56,460,2243,2703,0.13260805645398413,0.2780165796745471,0.2734195575970023
2011-03-23,2,2011,3,0,3,1,2,0.34,0.3182,0.2239,0.845,203,1924,2127,0.057042046456924435,0.2290451335584894,0.20379547926991418
2011-03-24,2,2011,3,0,4,1,2,0.29000000000000004,0.2727,0.2239,0.755,166,1699,1865,0.04616289326668627,0.1945041449186368,0.17212619364196785
2011-03-25,2,2011,3,0,5,1,1,0.27,0.2576,0.2537,0.435,300,1910,2210,0.08556306968538666,0.22689591648756524,0.21382811555663
2011-03-26,2,2011,3,0,6,0,1,0.26,0.2576,0.19399999999999998,0.41,981,1515,2496,0.2857982946192296,0.16625729198649064,0.24839840444820502
2011-03-27,2,2011,3,0,0,0,1,0.26,0.2576,0.17909999999999998,0.44,472,1224,1697,0.13613643046162893,0.12158428001228123,0.15181917079656715
2011-03-28,2,2011,3,0,1,1,1,0.26,0.25,0.2239,0.275,222,1811,2033,0.06262863863569539,0.21169788148603008,0.19243321648736855
2011-03-29,2,2011,3,0,2,1,1,0.33,0.303,0.2537,0.28,317,2108,2425,0.09056159952955013,0.25729198649063556,0.2398162697933035
2011-03-30,2,2011,3,0,3,1,2,0.32,0.3106,0.2239,0.565,168,1368,1536,0.046750955601293734,0.14369051274178693,0.13235827390305815
2011-03-31,2,2011,3,0,4,1,3,0.27,0.2576,0.2239,0.93,179,1506,1685,0.049985298441634816,0.16487565244089653,0.1503686691647528
2011-04-01,2,2011,4,0,5,1,1,0.32,0.303,0.2537,0.61,307,1920,2227,0.0876212878565128,0.22843107153822537,0.21588299286836699
2011-04-02,2,2011,4,0,6,0,1,0.32,0.3182,0.1642,0.655,898,1354,2252,0.2613937077330197,0.14154129567086277,0.21890487126798017
2011-04-03,2,2011,4,0,0,0,1,0.4,0.4091,0.19399999999999998,0.44,1651,1598,3249,0.48279917671273154,0.17899907890696962,0.33941738184455456
2011-04-04,2,2011,4,0,1,1,1,0.62,0.6212,0.37315,0.42500000000000004,734,2381,3115,0.2131725962952073,0.29920171937365675,0.3232201136226278
2011-04-05,2,2011,4,0,2,1,2,0.38,0.3939,0.403,0.6,167,1628,1795,0.04645692443399,0.18360454405894996,0.1636649341230509
2011-04-06,2,2011,4,0,3,1,1,0.43,0.4318,0.26865,0.41,413,2395,2808,0.11878859159070862,0.3013509364445809,0.28611144687537776
2011-04-07,2,2011,4,0,4,1,1,0.43,0.4318,0.17909999999999998,0.605,571,2570,3141,0.1652455160246986,0.32821614983113295,0.32636286715822554
2011-04-08,2,2011,4,0,5,1,2,0.34,0.3333,0.2239,0.87,172,1299,1471,0.047927080270508675,0.13309794289223212,0.12450139006406383
2011-04-09,2,2011,4,0,6,0,2,0.36,0.3485,0.1343,0.87,879,1576,2455,0.25580711555424873,0.17562173779551735,0.24344252387283935
2011-04-10,2,2011,4,0,0,0,2,0.41000000000000003,0.41665,0.1343,0.87,1188,1707,2895,0.3466627462511026,0.19573226895916487,0.29662758370603165
2011-04-11,2,2011,4,0,1,1,1,0.59,0.5682,0.29105000000000003,0.73,858,2494,3353,0.24963246104087033,0.31654897144611605,0.3519883959869455
2011-04-12,2,2011,4,0,2,1,2,0.5,0.4848,0.2836,0.77,257,1777,2034,0.07291972949132608,0.2064783543137857,0.19255409162335307
2011-04-13,2,2011,4,0,3,1,2,0.41000000000000003,0.41665,0.2537,0.82,209,1953,2162,0.058806233460746836,0.23349708320540374,0.20802610902937266
2011-04-14,2,2011,4,0,4,1,1,0.47,0.4621,0.1194,0.53,529,2738,3267,0.1528962069979418,0.3540067546822229,0.34159313429227606
2011-04-15,2,2011,4,1,5,0,1,0.44,0.4394,0.22385,0.67,642,2484,3126,0.18612172890326376,0.31501381639545595,0.3245497401184576
2011-04-16,2,2011,4,0,6,0,2,0.42,0.4242,0.34330000000000005,0.875,121,674,795,0.03293149073801823,0.037150752225974824,0.042789798138522905
2011-04-17,2,2011,4,0,0,0,1,0.45,0.44695,0.32835000000000003,0.425,1558,2186,3744,0.45545427815348427,0.2692661958857845,0.3992505741568959
2011-04-18,2,2011,4,0,1,1,1,0.52,0.5,0.14925,0.505,669,2760,3429,0.19406057042046457,0.35738409579367514,0.36117490632176963
2011-04-19,2,2011,4,0,2,1,2,0.5,0.4848,0.1642,0.67,409,2795,3204,0.11761246692149367,0.36275713847098556,0.3339780007252508
2011-04-20,2,2011,4,0,3,1,1,0.62,0.6212,0.2537,0.5449999999999999,613,3331,3944,0.17759482505145546,0.44504144918636784,0.42342560135380153
2011-04-21,2,2011,4,0,4,1,1,0.45,0.44695,0.34330000000000005,0.425,745,3444,4189,0.21640693913554837,0.46238870125882714,0.4530400096700109
2011-04-22,2,2011,4,0,5,1,3,0.34,0.3182,0.2239,0.71,177,1506,1683,0.04939723610702734,0.16487565244089653,0.15012691889278376
2011-04-23,2,2011,4,0,6,0,2,0.49,0.47725,0.23879999999999998,0.88,1462,2574,4036,0.4272272860923258,0.328830211851397,0.4345461138643781
2011-04-24,2,2011,4,0,0,0,1,0.55,0.52275,0.19399999999999998,0.855,1710,2481,4191,0.5001470155836518,0.3145532698802579,0.45328175994197994
2011-04-25,2,2011,4,0,1,1,1,0.61,0.5985,0.2239,0.735,773,3300,4073,0.22463981182005294,0.44028246852932146,0.4390184938958056
2011-04-26,2,2011,4,0,2,1,1,0.63,0.6061,0.3284,0.73,678,3722,4400,0.1967068509261982,0.5050660116671783,0.47854466336274626
2011-04-27,2,2011,4,0,3,1,1,0.62,0.5606,0.2836,0.83,547,3325,3872,0.158188768009409,0.44412035615597173,0.4147225915629155
2011-04-28,2,2011,4,0,4,1,2,0.62,0.5758,0.3284,0.78,569,3489,4058,0.16465745369009116,0.46929689898679766,0.4372053668560377
2011-04-29,2,2011,4,0,5,1,1,0.52,0.5,0.2836,0.45,878,3717,4595,0.25551308438694503,0.5042984341418483,0.5021153148797293
2011-04-30,2,2011,4,0,6,0,1,0.44,0.4394,0.2239,0.54,1965,3347,5312,0.5751249632461041,0.447497697267424,0.5887827873806358
2011-05-01,2,2011,5,0,0,0,2,0.46,0.4545,0.1045,0.77,1138,2213,3351,0.3319611878859159,0.2734111145225668,0.35174664571497644
2011-05-02,2,2011,5,0,1,1,2,0.5700000000000001,0.5379,0.19399999999999998,0.73,847,3554,4401,0.24639811820052926,0.47927540681608843,0.47866553849873084
2011-05-03,2,2011,5,0,2,1,2,0.62,0.59095,0.34330000000000005,0.665,603,3848,4451,0.1746545133784181,0.5244089653054959,0.4847092952979572
2011-05-04,2,2011,5,0,3,1,2,0.4,0.4091,0.3284,0.74,255,2378,2633,0.07233166715671861,0.2987411728584587,0.26495829807808535
2011-05-05,2,2011,5,0,4,1,1,0.49,0.47725,0.2537,0.39,614,3819,4433,0.1778888562187592,0.5199570156585815,0.4825335428502357
2011-05-06,2,2011,5,0,5,1,1,0.47,0.4621,0.23879999999999998,0.5700000000000001,894,3714,4608,0.26021758306380477,0.5038378876266503,0.5036866916475281
2011-05-07,2,2011,5,0,6,0,1,0.54,0.5152,0.1642,0.49,1612,3102,4714,0.4713319611878859,0.40988639852625114,0.5164994560618881
2011-05-08,2,2011,5,0,0,0,1,0.52,0.5,0.0896,0.61,1401,2932,4333,0.409291384886798,0.38378876266502915,0.4704460292517829
2011-05-09,2,2011,5,0,1,1,1,0.53,0.5076,0.19399999999999998,0.555,664,3698,4362,0.1925904145839459,0.5013816395455941,0.4739514081953342
2011-05-10,2,2011,5,0,2,1,1,0.53,0.5076,0.1194,0.515,694,4109,4803,0.20141134960305793,0.5644765121277249,0.527257343164511
2011-05-11,2,2011,5,0,3,1,1,0.53,0.5076,0.1343,0.615,550,3632,4182,0.1590708615113202,0.49124961621123736,0.4521938837181192
2011-05-12,2,2011,5,0,4,1,1,0.54,0.5152,0.19399999999999998,0.77,695,4169,4864,0.20170538077036165,0.5736874424316856,0.5346307264595672
2011-05-13,2,2011,5,0,5,1,2,0.52,0.5,0.1642,0.88,692,3413,4105,0.20082328726845045,0.45762972060178075,0.4428864982473105
2011-05-14,2,2011,5,0,6,0,2,0.52,0.5,0.1343,0.94,902,2507,3409,0.26256983240223464,0.3185446730119742,0.35875740360207903
2011-05-15,2,2011,5,0,0,0,1,0.55,0.52275,0.1343,0.855,1582,2971,4553,0.4625110261687739,0.3897758673626036,0.4970385591683791
2011-05-16,2,2011,5,0,1,1,1,0.58,0.5455,0.1194,0.83,773,3185,3958,0.22463981182005294,0.42262818544673014,0.4251178532575849
2011-05-17,2,2011,5,0,2,1,2,0.56,0.5303,0.2537,0.88,678,3445,4123,0.1967068509261982,0.4625422167638932,0.445062250695032
2011-05-18,2,2011,5,0,3,1,1,0.54,0.5152,0.2239,0.88,536,3319,3855,0.15495442516906793,0.44319926312557567,0.41266771425117854
2011-05-19,2,2011,5,0,4,1,1,0.54,0.5152,0.1045,0.855,735,3840,4575,0.21346662746251102,0.5231808412649678,0.49969781216003867
2011-05-20,2,2011,5,0,5,1,1,0.55,0.52275,0.1045,0.66,909,4008,4917,0.26462805057336075,0.5489714461160577,0.5410371086667473
2011-05-21,2,2011,5,0,6,0,1,0.61,0.6061,0.1194,0.625,2258,3547,5805,0.6612760952660982,0.47820079828062634,0.6483742294210081
2011-05-22,2,2011,5,0,0,0,1,0.62,0.5985,0.1343,0.71,1576,3084,4660,0.46074683916495146,0.40712311943506296,0.5099721987187236
2011-05-23,2,2011,5,0,1,1,2,0.63,0.5682,0.2239,0.88,836,3438,4274,0.24316377536018818,0.4614676082284311,0.46331439622869575
